Feature ID	Taxon	Confidence
#q2:types	categorical	categorical
02ff776707f80841e1a5c14bf78a31b2	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__agalactiae	0.9602680505655005
03032972fb8912bbaaa9fd3432ed58ad	k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Mitsuokella;s__sp._HMT_521	0.9999999948680909
0309b9bcb8ec1a006365438e89972950	k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia;s__sp._HMT_225	0.9932884070925178
0314f575986dc39f40fbe0abeb004314	k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__sp._HMT_203	0.8154481240067938
031c5db4b58afbb1fc077f0523a88875	k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium	0.8548164633707552
031d231c328f8cd9336954c84a07ac8a	k__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Parvimonas;s__sp._HMT_110	0.999590593803639
03219fde7aa6ba4922e2d7f07e904374	k__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Parvimonas;s__sp._HMT_110	0.9998484108048927
03279829f2d12a8c4cb0589011410b52	k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Pseudoleptotrichia;s__sp._HMT_221	0.9999997551655626
032b0757e19930241b4a22b07660f685	k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia;s__buccalis	0.8874074304736956
032d7250b99b4c29bb804e15b737a1ed	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__agalactiae	0.7696388701676375
03338999359474d5d1c6bad5b4886d48	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Alloprevotella;s__rava	0.9999955582934795
033509502578e830c8c9847453c5bb18	k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Shuttleworthia;s__satelles	0.9999999997879456
0339a6fdcb746205ccf3893b38d144af	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__agalactiae	0.8820427891665444
033d9d2301555f2009b082b60e24e195	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	0.9998480002271352
033ef02028dd22a4f45d2bdc80564a52	k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium	0.999999999615887
034b2394cb592a242e4fb022261967e9	k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella;s__lenta	0.988473988470291
0351f5920ccee344826fd92c0b8149ac	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__buccae	0.8140749775207082
0352940de97ab94f6434928f391f9887	k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella	0.9999999998529105
